node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.801218,198.782461,1.430988,0.0
1,7,99999.840974,159.025968,1.104593,0.0
1,16,99999.801218,198.782461,0.945449,0.0
2,4,99999.840954,159.045726,0.824809,0.0
2,7,99999.840954,159.045726,0.960708,0.0
2,12,99999.840954,159.045726,1.02365,0.0
2,13,99999.840954,159.045726,0.665784,0.0
2,18,24999.840954,159.045726,1.36447,0.0
2,23,24999.840954,159.045726,0.966191,0.0
3,10,99999.801193,198.807157,1.713395,0.0
3,11,24999.840954,159.045726,1.410127,0.0
3,14,1549.801218,198.782461,1.377463,0.0
3,21,99999.801193,198.807157,2.150059,0.0
4,16,99999.801193,198.807157,0.781775,0.0
5,8,24999.801185,198.815392,2.195597,0.0
5,16,24999.801193,198.807157,1.935005,0.0
6,7,1549.840974,159.025968,1.122236,0.0
6,19,1549.840994,159.006211,1.285672,0.0
7,17,99999.840948,159.052314,0.955462,0.0
7,19,24999.840974,159.025968,25.425196,0.0
7,21,99999.840954,159.045726,1.085281,0.0
8,9,24999.801185,198.815392,1.259685,0.0
9,15,24999.840948,159.052314,1.401901,0.0
9,16,99999.801193,198.807157,1.219869,0.0
10,11,24999.840954,159.045726,1.300693,0.0
10,12,99999.840954,159.045726,1.433492,0.0
10,16,99999.801193,198.807157,1.507044,0.0
10,17,99999.840948,159.052314,1.847744,0.0
12,22,99999.840954,159.045726,1.141429,0.0
13,14,1549.840974,159.025968,0.999928,0.0
13,17,99999.840941,159.058901,0.809073,0.0
13,19,24999.801218,198.782461,0.531793,0.0
15,20,24999.840948,159.052314,0.0,0.0
17,20,99999.840948,159.052314,0.0,0.0
17,23,24999.840948,159.052314,0.429273,0.0
18,21,24999.840954,159.045726,1.445413,0.0
20,22,24999.840954,159.045726,0.0,0.0
