node1,node2,free_bw,used_bw,delay,pkloss
1,3,31241.136671,68758863.329113,0.792623,0.000883
1,7,99558.07224,441927.760184,0.340104,0.0
1,16,97132.291908,2867708.091982,52.258134,0.0
2,4,95610.072222,4389927.778235,7.200837,0.0
2,7,99993.918487,6081.513479,2.449274,0.0
2,12,92491.59365,7508406.350251,28.362393,0.0
2,13,3651.124455,96348875.544954,0.470638,0.004168
2,18,0.980424,24999067.284727,49.599528,0.000353
2,23,24998.840551,1159.448902,0.249743,0.0
3,10,17611.183061,82388816.939281,1.272678,0.000431
3,11,1.394966,24998605.033723,38.460851,0.003769
3,14,0.0,2734720.136232,692.854762,0.0
3,21,92179.165656,7820834.344453,0.019789,0.000537
4,16,54525.631653,45474368.347129,1.53172,0.001082
5,8,19685.215208,5314784.792045,1.55437,0.0
5,16,24687.963152,312036.848166,2.634287,0.0
6,7,1548.82739,1172.609502,2.276421,0.0
6,19,0.0,1553054.207452,1193.850756,0.0
7,17,99728.281636,271718.36361,0.941873,0.0
7,19,18115.712285,6884287.71511,2.031326,0.00274
7,21,99583.130164,416869.835748,0.349164,0.0
8,9,13163.385444,11836614.556363,13.476372,0.0
9,15,21025.979019,3974020.981429,0.89097,0.0
9,16,83269.68383,16730316.170423,0.679135,0.09542
10,11,24230.177256,769822.744465,0.0,0.0
10,12,51805.159168,48194840.832442,0.240684,0.005975
10,16,26496.193531,73503806.469189,0.494599,0.001664
10,17,35983.278769,64016721.230567,0.0,0.025612
12,22,99293.884432,706115.567717,1.913548,0.0
13,14,0.0,2480960.763346,1.561046,0.0
13,17,25258.024184,74741975.816402,0.684857,0.004771
13,19,7805.623756,17194376.244139,13.041615,0.000822
15,20,21071.917743,3928082.257136,0.753641,0.0
17,20,93409.867566,6590132.433989,0.157714,0.0
17,23,24964.545342,35454.657679,0.971675,0.0
18,21,24164.47892,835521.079741,77.16465,0.0
20,22,22797.678795,2202321.20463,1.561046,0.0
