node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.801907,198.093352,0.652552,0.0
1,7,99999.801915,198.085177,2.337337,0.0
1,16,99999.841525,158.474681,1.881838,0.0
2,4,99999.841532,158.468141,0.811934,0.0
2,7,99999.841532,158.468141,1.351833,0.0
2,12,99999.841532,158.468141,1.303315,0.0
2,13,99999.841532,158.468141,0.82171,0.0
2,18,24999.801915,198.085177,1.773953,0.0
2,23,24999.841532,158.468141,0.777006,0.0
3,10,99999.801907,198.093352,1.361609,0.0
3,11,24999.841525,158.474681,1.649022,0.0
3,14,1549.841525,158.474681,0.682116,0.0
3,21,99999.841532,158.468142,2.035499,0.0
4,16,99999.801915,198.085177,1.089096,0.0
5,8,24999.801915,198.085178,1.582742,0.0
5,16,24999.841538,158.461602,2.293944,0.0
6,7,1549.801907,198.093352,2.200127,0.0
6,19,1549.801898,198.101527,0.784755,0.0
7,17,99999.841532,158.468141,1.488686,0.0
7,19,24999.841525,158.474681,1.226664,0.0
7,21,99999.801923,198.077003,1.003861,0.0
8,9,24999.841532,158.468142,0.834703,0.0
9,15,24999.841538,158.461602,2.151966,0.0
9,16,99999.801923,198.077003,2.712488,0.0
10,11,24999.801915,198.085177,2.015471,0.0
10,12,99999.801915,198.085177,1.065135,0.0
10,16,99999.841532,158.468141,2.562165,0.0
10,17,99999.801915,198.085177,1.240969,0.0
12,22,99999.801915,198.085177,1.031995,0.0
13,14,1549.841532,158.468141,1.351237,0.0
13,17,99999.841525,158.474681,2.103329,0.0
13,19,24999.841519,158.481222,1.307487,0.0
15,20,24999.841532,158.468141,0.863433,0.0
17,20,99999.841532,158.468141,0.644684,0.0
17,23,24999.841532,158.468141,0.758052,0.0
18,21,24999.801923,198.077003,1.902461,0.0
20,22,24999.841532,158.468141,1.366496,0.0
