node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.847401,152.598951,1.53327,0.0
1,7,99999.809221,190.779019,1.198292,0.0
1,16,99999.847401,152.598951,1.012683,0.0
2,4,99999.809229,190.771435,1.654983,0.0
2,7,99999.809221,190.779019,1.242638,0.0
2,12,99999.809221,190.779016,1.688242,0.0
2,13,99999.809213,190.7866,1.42312,0.0
2,18,24999.847389,152.61108,1.574993,0.0
2,23,24999.809213,190.7866,1.509786,0.0
3,10,99999.847395,152.605016,1.249433,0.0
3,11,24999.847401,152.598951,1.319289,0.0
3,14,1549.847401,152.598951,2.836585,0.0
3,21,99999.847395,152.605016,1.206875,0.0
4,16,99999.847383,152.617148,1.695991,0.0
5,8,24999.847377,152.623215,1.167059,0.0
5,16,24999.847401,152.598951,0.893712,0.0
6,7,1549.809213,190.7866,1.277447,0.0
6,19,1549.847389,152.61108,1.152754,0.0
7,17,99999.847371,152.62928,1.02973,0.0
7,19,24999.809213,190.7866,0.398636,0.0
7,21,99999.809213,190.7866,1.185656,0.0
8,9,24999.809221,190.779019,0.950217,0.0
9,15,24999.809221,190.779019,1.272321,0.0
9,16,99999.809251,190.748689,1.395464,0.0
10,11,24999.847395,152.605016,1.566768,0.0
10,12,99999.847377,152.623212,1.413584,0.0
10,16,99999.847395,152.605016,2.14982,0.0
10,17,99999.847395,152.605016,2.007604,0.0
12,22,99999.809221,190.779016,1.50001,0.0
13,14,1549.847377,152.623215,1.297951,0.0
13,17,99999.847371,152.62928,1.202583,0.0
13,19,24999.847371,152.62928,0.84877,0.0
15,20,24999.847377,152.623215,1.434326,0.0
17,20,99999.847395,152.605016,1.678705,0.0
17,23,24999.809213,190.7866,1.374841,0.0
18,21,24999.847389,152.61108,1.009226,0.0
20,22,24999.809244,190.756269,1.228094,0.0
