node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.845305,154.695245,0.944376,0.0
1,7,99999.845323,154.676549,1.460314,0.0
1,16,99999.806662,193.337899,0.357628,0.0
2,4,99999.845323,154.676549,1.240969,0.0
2,7,99999.845323,154.676549,1.97649,0.0
2,12,99999.84533,154.670319,1.701474,0.0
2,13,99999.845323,154.676549,0.0,0.0
2,18,24999.845323,154.676549,1.385093,0.0
2,23,24999.845323,154.676549,1.366258,0.0
3,10,99999.845292,154.707707,1.110435,0.0
3,11,24999.845305,154.695245,1.143694,0.0
3,14,1549.845305,154.695245,0.675201,0.0
3,21,99999.845311,154.689015,2.022505,0.0
4,16,99999.806662,193.337899,2.018213,0.0
5,8,24999.845336,154.664089,1.40667,0.0
5,16,24999.845336,154.664089,1.351833,0.0
6,7,1549.845323,154.676549,1.173973,0.0
6,19,1549.845323,154.676549,1.452446,0.0
7,17,99999.845323,154.676549,3.317237,0.0
7,19,24999.806654,193.345686,20.333409,0.0
7,21,99999.84533,154.670319,1.401305,0.0
8,9,24999.84533,154.670319,2.090693,0.0
9,15,24999.845323,154.676549,1.466513,0.0
9,16,99999.84533,154.670319,1.60563,0.0
10,11,24999.845311,154.689012,1.181245,0.0
10,12,99999.845317,154.682782,1.071811,0.0
10,16,99999.845317,154.682782,1.640439,0.0
10,17,99999.845311,154.689012,2.705812,0.0
12,22,99999.845336,154.664089,1.001477,0.0
13,14,1549.845323,154.676549,0.0,0.0
13,17,99999.845323,154.676549,0.0,0.0
13,19,24999.806654,193.345686,0.0,0.0
15,20,24999.845323,154.676549,0.814557,0.0
17,20,99999.845323,154.676549,4.042387,0.0
17,23,24999.845323,154.676549,1.263022,0.0
18,21,24999.84533,154.670319,0.656247,0.0
20,22,24999.84533,154.670319,0.77343,0.0
