src,dst,add_st,mul_st
1,2,0.0,1.0
1,3,0.0,1.0
1,4,0.0,1.0
1,5,0.0,1.0
1,6,1.0,1.3333333333333333
1,7,0.0,1.0
1,8,0.0,1.0
1,9,0.0,1.0
1,10,0.0,1.0
1,11,0.0,1.0
1,12,0.0,1.0
1,13,0.0,1.0
1,14,0.0,1.0
1,15,0.0,1.0
1,16,0.0,1.0
1,17,0.0,1.0
1,18,0.0,1.0
1,19,0.0,1.0
1,20,0.0,1.0
1,21,0.0,1.0
1,22,0.0,1.0
1,23,0.0,1.0
2,1,0.0,1.0
2,3,0.0,1.0
2,4,0.0,1.0
2,5,1.0,1.25
2,6,1.0,1.3333333333333333
2,7,0.0,1.0
2,8,1.0,1.2
2,9,1.0,1.25
2,10,2.0,1.6666666666666667
2,11,1.0,1.25
2,12,4.0,3.0
2,13,0.0,1.0
2,14,2.0,1.6666666666666667
2,15,0.0,1.0
2,16,1.0,1.3333333333333333
2,17,0.0,1.0
2,18,2.0,2.0
2,19,0.0,1.0
2,20,0.0,1.0
2,21,0.0,1.0
2,22,2.0,1.6666666666666667
2,23,2.0,2.0
3,1,0.0,1.0
3,2,0.0,1.0
3,4,0.0,1.0
3,5,0.0,1.0
3,6,1.0,1.25
3,7,0.0,1.0
3,8,0.0,1.0
3,9,0.0,1.0
3,10,0.0,1.0
3,11,0.0,1.0
3,12,0.0,1.0
3,13,2.0,1.6666666666666667
3,14,0.0,1.0
3,15,0.0,1.0
3,16,0.0,1.0
3,17,1.0,1.3333333333333333
3,18,0.0,1.0
3,19,0.0,1.0
3,20,1.0,1.25
3,21,0.0,1.0
3,22,0.0,1.0
3,23,1.0,1.25
4,1,0.0,1.0
4,2,0.0,1.0
4,3,0.0,1.0
4,5,0.0,1.0
4,6,2.0,1.5
4,7,1.0,1.3333333333333333
4,8,0.0,1.0
4,9,0.0,1.0
4,10,2.0,1.6666666666666667
4,11,1.0,1.25
4,12,3.0,2.0
4,13,0.0,1.0
4,14,1.0,1.25
4,15,0.0,1.0
4,16,0.0,1.0
4,17,1.0,1.25
4,18,3.0,2.0
4,19,1.0,1.25
4,20,1.0,1.2
4,21,1.0,1.25
4,22,3.0,1.75
4,23,3.0,2.0
5,1,0.0,1.0
5,2,1.0,1.25
5,3,0.0,1.0
5,4,0.0,1.0
5,6,1.0,1.2
5,7,0.0,1.0
5,8,0.0,1.0
5,9,0.0,1.0
5,10,2.0,1.6666666666666667
5,11,1.0,1.25
5,12,2.0,1.5
5,13,1.0,1.2
5,14,0.0,1.0
5,15,0.0,1.0
5,16,0.0,1.0
5,17,1.0,1.25
5,18,1.0,1.2
5,19,0.0,1.0
5,20,1.0,1.2
5,21,0.0,1.0
5,22,2.0,1.4
5,23,1.0,1.2
6,1,1.0,1.3333333333333333
6,2,1.0,1.3333333333333333
6,3,1.0,1.25
6,4,2.0,1.5
6,5,1.0,1.2
6,7,1.0,1.5
6,8,1.0,1.1666666666666667
6,9,1.0,1.2
6,10,2.0,1.5
6,11,1.0,1.2
6,12,3.0,1.75
6,13,2.0,1.6666666666666667
6,14,2.0,1.5
6,15,1.0,1.2
6,16,1.0,1.25
6,17,1.0,1.3333333333333333
6,18,1.0,1.25
6,19,0.0,1.0
6,20,1.0,1.25
6,21,1.0,1.3333333333333333
6,22,1.0,1.2
6,23,1.0,1.25
7,1,0.0,1.0
7,2,0.0,1.0
7,3,0.0,1.0
7,4,1.0,1.3333333333333333
7,5,0.0,1.0
7,6,1.0,1.5
7,8,0.0,1.0
7,9,0.0,1.0
7,10,1.0,1.3333333333333333
7,11,0.0,1.0
7,12,2.0,1.6666666666666667
7,13,0.0,1.0
7,14,0.0,1.0
7,15,0.0,1.0
7,16,0.0,1.0
7,17,0.0,1.0
7,18,0.0,1.0
7,19,0.0,1.0
7,20,0.0,1.0
7,21,0.0,1.0
7,22,0.0,1.0
7,23,0.0,1.0
8,1,0.0,1.0
8,2,1.0,1.2
8,3,0.0,1.0
8,4,0.0,1.0
8,5,0.0,1.0
8,6,1.0,1.1666666666666667
8,7,0.0,1.0
8,9,0.0,1.0
8,10,2.0,1.5
8,11,1.0,1.2
8,12,2.0,1.4
8,13,1.0,1.1666666666666667
8,14,0.0,1.0
8,15,0.0,1.0
8,16,0.0,1.0
8,17,1.0,1.2
8,18,1.0,1.1666666666666667
8,19,0.0,1.0
8,20,3.0,1.75
8,21,0.0,1.0
8,22,3.0,1.6
8,23,1.0,1.1666666666666667
9,1,0.0,1.0
9,2,1.0,1.25
9,3,0.0,1.0
9,4,0.0,1.0
9,5,0.0,1.0
9,6,1.0,1.2
9,7,0.0,1.0
9,8,0.0,1.0
9,10,2.0,1.6666666666666667
9,11,1.0,1.25
9,12,2.0,1.5
9,13,1.0,1.2
9,14,0.0,1.0
9,15,0.0,1.0
9,16,0.0,1.0
9,17,1.0,1.25
9,18,1.0,1.2
9,19,0.0,1.0
9,20,3.0,2.0
9,21,0.0,1.0
9,22,3.0,1.75
9,23,1.0,1.2
10,1,0.0,1.0
10,2,2.0,1.6666666666666667
10,3,0.0,1.0
10,4,2.0,1.6666666666666667
10,5,2.0,1.6666666666666667
10,6,2.0,1.5
10,7,1.0,1.3333333333333333
10,8,2.0,1.5
10,9,2.0,1.6666666666666667
10,11,1.0,1.5
10,12,0.0,1.0
10,13,3.0,2.0
10,14,0.0,1.0
10,15,1.0,1.25
10,16,2.0,2.0
10,17,3.0,2.5
10,18,0.0,1.0
10,19,1.0,1.25
10,20,1.0,1.3333333333333333
10,21,0.0,1.0
10,22,0.0,1.0
10,23,3.0,2.0
11,1,0.0,1.0
11,2,1.0,1.25
11,3,0.0,1.0
11,4,1.0,1.25
11,5,1.0,1.25
11,6,1.0,1.2
11,7,0.0,1.0
11,8,1.0,1.2
11,9,1.0,1.25
11,10,1.0,1.5
11,12,1.0,1.3333333333333333
11,13,2.0,1.5
11,14,0.0,1.0
11,15,1.0,1.2
11,16,1.0,1.3333333333333333
11,17,2.0,1.6666666666666667
11,18,0.0,1.0
11,19,0.0,1.0
11,20,2.0,1.5
11,21,0.0,1.0
11,22,1.0,1.25
11,23,2.0,1.5
12,1,0.0,1.0
12,2,4.0,3.0
12,3,0.0,1.0
12,4,3.0,2.0
12,5,2.0,1.5
12,6,3.0,1.75
12,7,2.0,1.6666666666666667
12,8,2.0,1.4
12,9,2.0,1.5
12,10,0.0,1.0
12,11,1.0,1.3333333333333333
12,13,4.0,2.3333333333333335
12,14,0.0,1.0
12,15,0.0,1.0
12,16,2.0,1.6666666666666667
12,17,1.0,1.3333333333333333
12,18,2.0,1.6666666666666667
12,19,2.0,1.5
12,20,0.0,1.0
12,21,0.0,1.0
12,22,0.0,1.0
12,23,2.0,1.6666666666666667
13,1,0.0,1.0
13,2,0.0,1.0
13,3,2.0,1.6666666666666667
13,4,0.0,1.0
13,5,1.0,1.2
13,6,2.0,1.6666666666666667
13,7,0.0,1.0
13,8,1.0,1.1666666666666667
13,9,1.0,1.2
13,10,3.0,2.0
13,11,2.0,1.5
13,12,4.0,2.3333333333333335
13,14,4.0,3.0
13,15,2.0,1.5
13,16,1.0,1.25
13,17,2.0,2.0
13,18,2.0,1.6666666666666667
13,19,2.0,2.0
13,20,2.0,1.6666666666666667
13,21,0.0,1.0
13,22,2.0,1.5
13,23,2.0,1.6666666666666667
14,1,0.0,1.0
14,2,2.0,1.6666666666666667
14,3,0.0,1.0
14,4,1.0,1.25
14,5,0.0,1.0
14,6,2.0,1.5
14,7,0.0,1.0
14,8,0.0,1.0
14,9,0.0,1.0
14,10,0.0,1.0
14,11,0.0,1.0
14,12,0.0,1.0
14,13,4.0,3.0
14,15,1.0,1.2
14,16,0.0,1.0
14,17,2.0,1.6666666666666667
14,18,0.0,1.0
14,19,2.0,1.6666666666666667
14,20,2.0,1.5
14,21,0.0,1.0
14,22,0.0,1.0
14,23,2.0,1.5
15,1,0.0,1.0
15,2,0.0,1.0
15,3,0.0,1.0
15,4,0.0,1.0
15,5,0.0,1.0
15,6,1.0,1.2
15,7,0.0,1.0
15,8,0.0,1.0
15,9,0.0,1.0
15,10,1.0,1.25
15,11,1.0,1.2
15,12,0.0,1.0
15,13,2.0,1.5
15,14,1.0,1.2
15,16,0.0,1.0
15,17,0.0,1.0
