src,dst,add_st,mul_st
1,2,1.0,1.3333333333333333
1,3,2.0,2.0
1,4,0.0,1.0
1,5,0.0,1.0
1,6,0.0,1.0
1,7,0.0,1.0
1,8,0.0,1.0
1,9,0.0,1.0
1,10,0.0,1.0
1,11,1.0,1.3333333333333333
1,12,0.0,1.0
1,13,1.0,1.25
1,14,2.0,1.6666666666666667
1,15,0.0,1.0
1,16,0.0,1.0
1,17,1.0,1.3333333333333333
1,18,0.0,1.0
1,19,0.0,1.0
1,20,1.0,1.25
1,21,0.0,1.0
1,22,1.0,1.2
1,23,1.0,1.25
2,1,1.0,1.3333333333333333
2,3,1.0,1.25
2,4,0.0,1.0
2,5,0.0,1.0
2,6,1.0,1.3333333333333333
2,7,0.0,1.0
2,8,0.0,1.0
2,9,0.0,1.0
2,10,1.0,1.3333333333333333
2,11,1.0,1.25
2,12,0.0,1.0
2,13,0.0,1.0
2,14,0.0,1.0
2,15,0.0,1.0
2,16,0.0,1.0
2,17,2.0,1.6666666666666667
2,18,0.0,1.0
2,19,0.0,1.0
2,20,2.0,1.5
2,21,0.0,1.0
2,22,0.0,1.0
2,23,0.0,1.0
3,1,2.0,2.0
3,2,1.0,1.25
3,4,0.0,1.0
3,5,0.0,1.0
3,6,2.0,1.5
3,7,2.0,1.6666666666666667
3,8,0.0,1.0
3,9,0.0,1.0
3,10,0.0,1.0
3,11,1.0,1.5
3,12,0.0,1.0
3,13,1.0,1.3333333333333333
3,14,0.0,1.0
3,15,0.0,1.0
3,16,0.0,1.0
3,17,0.0,1.0
3,18,4.0,2.3333333333333335
3,19,2.0,1.5
3,20,0.0,1.0
3,21,4.0,3.0
3,22,1.0,1.25
3,23,0.0,1.0
4,1,0.0,1.0
4,2,0.0,1.0
4,3,0.0,1.0
4,5,0.0,1.0
4,6,1.0,1.25
4,7,1.0,1.3333333333333333
4,8,0.0,1.0
4,9,0.0,1.0
4,10,0.0,1.0
4,11,0.0,1.0
4,12,1.0,1.3333333333333333
4,13,0.0,1.0
4,14,1.0,1.25
4,15,0.0,1.0
4,16,0.0,1.0
4,17,0.0,1.0
4,18,0.0,1.0
4,19,1.0,1.25
4,20,0.0,1.0
4,21,1.0,1.25
4,22,2.0,1.5
4,23,0.0,1.0
5,1,0.0,1.0
5,2,0.0,1.0
5,3,0.0,1.0
5,4,0.0,1.0
5,6,0.0,1.0
5,7,0.0,1.0
5,8,0.0,1.0
5,9,0.0,1.0
5,10,0.0,1.0
5,11,0.0,1.0
5,12,0.0,1.0
5,13,0.0,1.0
5,14,0.0,1.0
5,15,0.0,1.0
5,16,0.0,1.0
5,17,0.0,1.0
5,18,1.0,1.2
5,19,0.0,1.0
5,20,0.0,1.0
5,21,0.0,1.0
5,22,1.0,1.2
5,23,0.0,1.0
6,1,0.0,1.0
6,2,1.0,1.3333333333333333
6,3,2.0,1.5
6,4,1.0,1.25
6,5,0.0,1.0
6,7,0.0,1.0
6,8,0.0,1.0
6,9,0.0,1.0
6,10,1.0,1.25
6,11,1.0,1.2
6,12,2.0,1.5
6,13,0.0,1.0
6,14,0.0,1.0
6,15,1.0,1.2
6,16,0.0,1.0
6,17,3.0,2.0
6,18,0.0,1.0
6,19,0.0,1.0
6,20,3.0,1.75
6,21,0.0,1.0
6,22,3.0,1.6
6,23,3.0,1.75
7,1,0.0,1.0
7,2,0.0,1.0
7,3,2.0,1.6666666666666667
7,4,1.0,1.3333333333333333
7,5,0.0,1.0
7,6,0.0,1.0
7,8,0.0,1.0
7,9,0.0,1.0
7,10,1.0,1.3333333333333333
7,11,1.0,1.25
7,12,2.0,1.6666666666666667
7,13,3.0,2.0
7,14,2.0,1.5
7,15,1.0,1.25
7,16,0.0,1.0
7,17,3.0,2.5
7,18,0.0,1.0
7,19,0.0,1.0
7,20,3.0,2.0
7,21,0.0,1.0
7,22,3.0,1.75
7,23,3.0,2.0
8,1,0.0,1.0
8,2,0.0,1.0
8,3,0.0,1.0
8,4,0.0,1.0
8,5,0.0,1.0
8,6,0.0,1.0
8,7,0.0,1.0
8,9,0.0,1.0
8,10,0.0,1.0
8,11,0.0,1.0
8,12,0.0,1.0
8,13,0.0,1.0
8,14,0.0,1.0
8,15,0.0,1.0
8,16,0.0,1.0
8,17,0.0,1.0
8,18,1.0,1.1666666666666667
8,19,0.0,1.0
8,20,2.0,1.5
8,21,0.0,1.0
8,22,2.0,1.4
8,23,0.0,1.0
9,1,0.0,1.0
9,2,0.0,1.0
9,3,0.0,1.0
9,4,0.0,1.0
9,5,0.0,1.0
9,6,0.0,1.0
9,7,0.0,1.0
9,8,0.0,1.0
9,10,0.0,1.0
9,11,0.0,1.0
9,12,0.0,1.0
9,13,0.0,1.0
9,14,0.0,1.0
9,15,0.0,1.0
9,16,0.0,1.0
9,17,0.0,1.0
9,18,1.0,1.2
9,19,0.0,1.0
9,20,2.0,1.6666666666666667
9,21,0.0,1.0
9,22,2.0,1.5
9,23,0.0,1.0
10,1,0.0,1.0
10,2,1.0,1.3333333333333333
10,3,0.0,1.0
10,4,0.0,1.0
10,5,0.0,1.0
10,6,1.0,1.25
10,7,1.0,1.3333333333333333
10,8,0.0,1.0
10,9,0.0,1.0
10,11,0.0,1.0
10,12,0.0,1.0
10,13,0.0,1.0
10,14,0.0,1.0
10,15,0.0,1.0
10,16,0.0,1.0
10,17,0.0,1.0
10,18,2.0,1.5
10,19,1.0,1.25
10,20,0.0,1.0
10,21,2.0,1.6666666666666667
10,22,1.0,1.3333333333333333
10,23,0.0,1.0
11,1,1.0,1.3333333333333333
11,2,1.0,1.25
11,3,1.0,1.5
11,4,0.0,1.0
11,5,0.0,1.0
11,6,1.0,1.2
11,7,1.0,1.25
11,8,0.0,1.0
11,9,0.0,1.0
11,10,0.0,1.0
11,12,0.0,1.0
11,13,0.0,1.0
11,14,1.0,1.3333333333333333
11,15,0.0,1.0
11,16,0.0,1.0
11,17,0.0,1.0
11,18,3.0,1.75
11,19,1.0,1.2
11,20,0.0,1.0
11,21,3.0,2.0
11,22,1.0,1.25
11,23,0.0,1.0
12,1,0.0,1.0
12,2,0.0,1.0
12,3,0.0,1.0
12,4,1.0,1.3333333333333333
12,5,0.0,1.0
12,6,2.0,1.5
12,7,2.0,1.6666666666666667
12,8,0.0,1.0
12,9,0.0,1.0
12,10,0.0,1.0
12,11,0.0,1.0
12,13,0.0,1.0
12,14,0.0,1.0
12,15,1.0,1.25
12,16,0.0,1.0
12,17,0.0,1.0
12,18,0.0,1.0
12,19,0.0,1.0
12,20,1.0,1.3333333333333333
12,21,2.0,1.5
12,22,0.0,1.0
12,23,0.0,1.0
13,1,1.0,1.25
13,2,0.0,1.0
13,3,1.0,1.3333333333333333
13,4,0.0,1.0
13,5,0.0,1.0
13,6,0.0,1.0
13,7,3.0,2.0
13,8,0.0,1.0
13,9,0.0,1.0
13,10,0.0,1.0
13,11,0.0,1.0
13,12,0.0,1.0
13,14,0.0,1.0
13,15,2.0,1.5
13,16,0.0,1.0
13,17,0.0,1.0
13,18,0.0,1.0
13,19,0.0,1.0
13,20,0.0,1.0
13,21,3.0,1.75
13,22,0.0,1.0
13,23,0.0,1.0
14,1,2.0,1.6666666666666667
14,2,0.0,1.0
14,3,0.0,1.0
14,4,1.0,1.25
14,5,0.0,1.0
14,6,0.0,1.0
14,7,2.0,1.5
14,8,0.0,1.0
14,9,0.0,1.0
14,10,0.0,1.0
14,11,1.0,1.3333333333333333
14,12,0.0,1.0
14,13,0.0,1.0
14,15,1.0,1.2
14,16,0.0,1.0
14,17,1.0,1.3333333333333333
14,18,0.0,1.0
14,19,0.0,1.0
14,20,1.0,1.25
14,21,4.0,2.3333333333333335
14,22,1.0,1.2
14,23,0.0,1.0
15,1,0.0,1.0
15,2,0.0,1.0
15,3,0.0,1.0
15,4,0.0,1.0
15,5,0.0,1.0
15,6,1.0,1.2
15,7,1.0,1.25
15,8,0.0,1.0
15,9,0.0,1.0
15,10,0.0,1.0
15,11,0.0,1.0
15,12,1.0,1.25
15,13,2.0,1.5
15,14,1.0,1.2
15,16,0.0,1.0
15,17,2.0,1.6666666666666667
15,18,1.0,1.1666666666666667
15,19,1.0,1.2
15,20,0.0,1.0
15,21,1.0,1.2
15,22,0.0,1.0
15,23,2.0,1.5
16,1,0.0,1.0
16,2,0.0,1.0
16,3,0.0,1.0
16,4,0.0,1.0
16,5,0.0,1.0
16,6,0.0,1.0
16,7,0.0,1.0
16,8,0.0,1.0
16,9,0.0,1.0
16,10,0.0,1.0
16,11,0.0,1.0
16,12,0.0,1.0
16,13,0.0,1.0
16,14,0.0,1.0
16,15,0.0,1.0
16,17,0.0,1.0
16,18,1.0,1.25
16,19,0.0,1.0
16,20,0.0,1.0
16,21,0.0,1.0
16,22,1.0,1.25
16,23,0.0,1.0
17,1,1.0,1.3333333333333333
17,2,2.0,1.6666666666666667
17,3,0.0,1.0
17,4,0.0,1.0
17,5,0.0,1.0
17,6,3.0,2.0
17,7,3.0,2.5
17,8,0.0,1.0
17,9,0.0,1.0
17,10,0.0,1.0
17,11,0.0,1.0
17,12,0.0,1.0
17,13,0.0,1.0
17,14,1.0,1.3333333333333333
17,15,2.0,1.6666666666666667
17,16,0.0,1.0
17,18,3.0,1.75
17,19,3.0,2.0
17,20,0.0,1.0
17,21,3.0,2.0
17,22,0.0,1.0
17,23,0.0,1.0
18,1,0.0,1.0
18,2,0.0,1.0
18,3,4.0,2.3333333333333335
18,4,0.0,1.0
18,5,1.0,1.2
18,6,0.0,1.0
18,7,0.0,1.0
18,8,1.0,1.1666666666666667
18,9,1.0,1.2
18,10,2.0,1.5
18,11,3.0,1.75
18,12,0.0,1.0
18,13,0.0,1.0
18,14,0.0,1.0
18,15,1.0,1.1666666666666667
18,16,1.0,1.25
18,17,3.0,1.75
18,19,0.0,1.0
18,20,3.0,1.6
18,21,0.0,1.0
18,22,0.0,1.0
18,23,0.0,1.0
19,1,0.0,1.0
19,2,0.0,1.0
19,3,2.0,1.5
19,4,1.0,1.25
19,5,0.0,1.0
19,6,0.0,1.0
19,7,0.0,1.0
19,8,0.0,1.0
19,9,0.0,1.0
19,10,1.0,1.25
19,11,1.0,1.2
19,12,0.0,1.0
19,13,0.0,1.0
19,14,0.0,1.0
19,15,1.0,1.2
19,16,0.0,1.0
19,17,3.0,2.0
19,18,0.0,1.0
19,20,3.0,1.75
19,21,0.0,1.0
19,22,3.0,1.6
19,23,0.0,1.0
20,1,1.0,1.25
20,2,2.0,1.5
20,3,0.0,1.0
20,4,0.0,1.0
20,5,0.0,1.0
20,6,3.0,1.75
20,7,3.0,2.0
20,8,2.0,1.5
20,9,2.0,1.6666666666666667
20,10,0.0,1.0
20,11,0.0,1.0
