src,dst,add_st,mul_st
1,2,2.0,1.6666666666666667
1,3,0.0,1.0
1,4,3.0,2.0
1,5,2.0,1.6666666666666667
1,6,2.0,1.6666666666666667
1,7,2.0,2.0
1,8,2.0,1.5
1,9,2.0,1.6666666666666667
1,10,0.0,1.0
1,11,0.0,1.0
1,12,0.0,1.0
1,13,2.0,1.5
1,14,4.0,2.3333333333333335
1,15,3.0,1.75
1,16,2.0,2.0
1,17,4.0,2.3333333333333335
1,18,0.0,1.0
1,19,4.0,2.3333333333333335
1,20,2.0,1.5
1,21,0.0,1.0
1,22,0.0,1.0
1,23,4.0,2.0
2,1,2.0,1.6666666666666667
2,3,0.0,1.0
2,4,0.0,1.0
2,5,0.0,1.0
2,6,4.0,2.3333333333333335
2,7,4.0,3.0
2,8,0.0,1.0
2,9,0.0,1.0
2,10,0.0,1.0
2,11,1.0,1.25
2,12,0.0,1.0
2,13,0.0,1.0
2,14,0.0,1.0
2,15,0.0,1.0
2,16,0.0,1.0
2,17,0.0,1.0
2,18,0.0,1.0
2,19,0.0,1.0
2,20,0.0,1.0
2,21,2.0,1.6666666666666667
2,22,0.0,1.0
2,23,2.0,2.0
3,1,0.0,1.0
3,2,0.0,1.0
3,4,1.0,1.25
3,5,0.0,1.0
3,6,0.0,1.0
3,7,0.0,1.0
3,8,0.0,1.0
3,9,0.0,1.0
3,10,0.0,1.0
3,11,0.0,1.0
3,12,0.0,1.0
3,13,2.0,1.6666666666666667
3,14,4.0,3.0
3,15,1.0,1.2
3,16,0.0,1.0
3,17,3.0,2.0
3,18,0.0,1.0
3,19,2.0,1.5
3,20,1.0,1.25
3,21,0.0,1.0
3,22,0.0,1.0
3,23,3.0,1.75
4,1,3.0,2.0
4,2,0.0,1.0
4,3,1.0,1.25
4,5,0.0,1.0
4,6,4.0,2.0
4,7,4.0,2.3333333333333335
4,8,0.0,1.0
4,9,0.0,1.0
4,10,1.0,1.3333333333333333
4,11,2.0,1.5
4,12,0.0,1.0
4,13,0.0,1.0
4,14,0.0,1.0
4,15,2.0,1.5
4,16,0.0,1.0
4,17,0.0,1.0
4,18,0.0,1.0
4,19,0.0,1.0
4,20,0.0,1.0
4,21,2.0,1.5
4,22,0.0,1.0
4,23,2.0,1.6666666666666667
5,1,2.0,1.6666666666666667
5,2,0.0,1.0
5,3,0.0,1.0
5,4,0.0,1.0
5,6,2.0,1.4
5,7,2.0,1.5
5,8,2.0,2.0
5,9,0.0,1.0
5,10,0.0,1.0
5,11,1.0,1.25
5,12,1.0,1.25
5,13,0.0,1.0
5,14,1.0,1.2
5,15,4.0,2.0
5,16,0.0,1.0
5,17,2.0,1.5
5,18,0.0,1.0
5,19,1.0,1.2
5,20,2.0,1.4
5,21,0.0,1.0
5,22,1.0,1.2
5,23,2.0,1.4
6,1,2.0,1.6666666666666667
6,2,4.0,2.3333333333333335
6,3,0.0,1.0
6,4,4.0,2.0
6,5,2.0,1.4
6,7,0.0,1.0
6,8,2.0,1.3333333333333333
6,9,2.0,1.4
6,10,1.0,1.25
6,11,0.0,1.0
6,12,2.0,1.5
6,13,5.0,2.6666666666666665
6,14,5.0,2.25
6,15,4.0,1.8
6,16,2.0,1.5
6,17,6.0,3.0
6,18,0.0,1.0
6,19,7.0,4.5
