src,dst,add_st,mul_st
1,2,2.0,1.6666666666666667
1,3,4.0,3.0
1,4,3.0,2.0
1,5,3.0,2.0
1,6,0.0,1.0
1,7,0.0,1.0
1,8,3.0,1.75
1,9,5.0,2.6666666666666665
1,10,1.0,1.3333333333333333
1,11,4.0,2.3333333333333335
1,12,1.0,1.25
1,13,0.0,1.0
1,14,2.0,1.6666666666666667
1,15,1.0,1.25
1,16,3.0,2.5
1,17,0.0,1.0
1,18,2.0,1.5
1,19,2.0,1.6666666666666667
1,20,0.0,1.0
1,21,4.0,2.3333333333333335
1,22,0.0,1.0
1,23,0.0,1.0
2,1,2.0,1.6666666666666667
2,3,0.0,1.0
2,4,4.0,3.0
2,5,2.0,1.5
2,6,2.0,1.6666666666666667
2,7,2.0,2.0
2,8,2.0,1.4
2,9,4.0,2.0
2,10,1.0,1.3333333333333333
2,11,1.0,1.25
2,12,0.0,1.0
2,13,0.0,1.0
2,14,0.0,1.0
2,15,0.0,1.0
2,16,2.0,1.6666666666666667
2,17,0.0,1.0
2,18,0.0,1.0
2,19,0.0,1.0
2,20,0.0,1.0
2,21,0.0,1.0
2,22,2.0,1.6666666666666667
2,23,2.0,2.0
3,1,4.0,3.0
3,2,0.0,1.0
3,4,3.0,1.75
3,5,3.0,1.75
3,6,2.0,1.5
3,7,2.0,1.6666666666666667
3,8,3.0,1.6
3,9,5.0,2.25
3,10,3.0,2.5
3,11,0.0,1.0
3,12,2.0,1.6666666666666667
3,13,0.0,1.0
3,14,0.0,1.0
3,15,1.0,1.2
3,16,3.0,2.0
3,17,1.0,1.3333333333333333
3,18,0.0,1.0
3,19,0.0,1.0
3,20,1.0,1.25
3,21,0.0,1.0
3,22,2.0,1.5
3,23,1.0,1.25
4,1,3.0,2.0
4,2,4.0,3.0
4,3,3.0,1.75
4,5,0.0,1.0
4,6,2.0,1.5
4,7,2.0,1.6666666666666667
4,8,0.0,1.0
4,9,2.0,1.6666666666666667
4,10,0.0,1.0
4,11,4.0,2.0
4,12,1.0,1.3333333333333333
4,13,2.0,1.6666666666666667
4,14,2.0,1.5
4,15,2.0,1.5
4,16,0.0,1.0
4,17,0.0,1.0
4,18,4.0,2.3333333333333335
4,19,2.0,1.5
4,20,0.0,1.0
4,21,4.0,2.0
4,22,2.0,1.5
4,23,2.0,1.6666666666666667
5,1,3.0,2.0
5,2,2.0,1.5
5,3,3.0,1.75
5,4,0.0,1.0
5,6,1.0,1.2
5,7,1.0,1.25
5,8,0.0,1.0
5,9,0.0,1.0
5,10,0.0,1.0
5,11,4.0,2.0
5,12,0.0,1.0
5,13,0.0,1.0
5,14,1.0,1.2
5,15,2.0,1.5
5,16,0.0,1.0
5,17,0.0,1.0
5,18,2.0,1.4
5,19,1.0,1.2
5,20,0.0,1.0
5,21,3.0,1.6
5,22,1.0,1.2
5,23,0.0,1.0
6,1,0.0,1.0
6,2,2.0,1.6666666666666667
6,3,2.0,1.5
6,4,2.0,1.5
6,5,1.0,1.2
6,7,0.0,1.0
6,8,1.0,1.1666666666666667
6,9,3.0,1.6
6,10,0.0,1.0
6,11,2.0,1.4
6,12,1.0,1.25
6,13,1.0,1.3333333333333333
6,14,1.0,1.25
6,15,0.0,1.0
6,16,1.0,1.25
6,17,0.0,1.0
6,18,2.0,1.5
6,19,3.0,2.5
6,20,0.0,1.0
6,21,4.0,2.3333333333333335
6,22,0.0,1.0
6,23,0.0,1.0
7,1,0.0,1.0
7,2,2.0,2.0
7,3,2.0,1.6666666666666667
7,4,2.0,1.6666666666666667
7,5,1.0,1.25
7,6,0.0,1.0
7,8,1.0,1.2
7,9,3.0,1.75
7,10,0.0,1.0
7,11,2.0,1.5
7,12,1.0,1.3333333333333333
7,13,0.0,1.0
7,14,0.0,1.0
7,15,0.0,1.0
7,16,1.0,1.3333333333333333
7,17,0.0,1.0
7,18,2.0,1.6666666666666667
7,19,2.0,2.0
7,20,0.0,1.0
7,21,4.0,3.0
7,22,0.0,1.0
7,23,0.0,1.0
8,1,3.0,1.75
8,2,2.0,1.4
8,3,3.0,1.6
8,4,0.0,1.0
8,5,0.0,1.0
8,6,1.0,1.1666666666666667
8,7,1.0,1.2
8,9,0.0,1.0
8,10,0.0,1.0
8,11,4.0,1.8
8,12,0.0,1.0
8,13,0.0,1.0
8,14,1.0,1.1666666666666667
