src,dst,add_st,mul_st
1,2,4.0,2.3333333333333335
1,3,0.0,1.0
1,4,0.0,1.0
1,5,0.0,1.0
1,6,2.0,1.6666666666666667
1,7,2.0,2.0
1,8,0.0,1.0
1,9,0.0,1.0
1,10,0.0,1.0
1,11,0.0,1.0
1,12,0.0,1.0
1,13,2.0,1.5
1,14,4.0,2.3333333333333335
1,15,3.0,1.75
1,16,0.0,1.0
1,17,2.0,1.6666666666666667
1,18,0.0,1.0
1,19,2.0,1.6666666666666667
1,20,2.0,1.5
1,21,0.0,1.0
1,22,0.0,1.0
1,23,2.0,1.5
2,1,4.0,2.3333333333333335
2,3,2.0,1.5
2,4,7.0,4.5
2,5,5.0,2.25
2,6,2.0,1.6666666666666667
2,7,2.0,2.0
2,8,5.0,2.0
2,9,5.0,2.25
2,10,1.0,1.3333333333333333
2,11,3.0,1.75
2,12,3.0,2.5
2,13,0.0,1.0
2,14,0.0,1.0
2,15,0.0,1.0
2,16,5.0,2.6666666666666665
2,17,0.0,1.0
2,18,0.0,1.0
2,19,0.0,1.0
2,20,0.0,1.0
2,21,2.0,1.6666666666666667
2,22,3.0,2.0
2,23,0.0,1.0
3,1,0.0,1.0
3,2,2.0,1.5
3,4,0.0,1.0
3,5,0.0,1.0
3,6,0.0,1.0
3,7,0.0,1.0
3,8,0.0,1.0
3,9,0.0,1.0
3,10,0.0,1.0
3,11,0.0,1.0
3,12,0.0,1.0
3,13,2.0,1.6666666666666667
3,14,4.0,3.0
3,15,1.0,1.2
3,16,0.0,1.0
3,17,1.0,1.3333333333333333
3,18,0.0,1.0
3,19,0.0,1.0
3,20,1.0,1.25
3,21,0.0,1.0
3,22,0.0,1.0
3,23,1.0,1.25
4,1,0.0,1.0
4,2,7.0,4.5
4,3,0.0,1.0
4,5,0.0,1.0
4,6,3.0,1.75
4,7,3.0,2.0
4,8,0.0,1.0
4,9,0.0,1.0
4,10,2.0,1.6666666666666667
4,11,1.0,1.25
4,12,3.0,2.0
4,13,5.0,2.6666666666666665
4,14,5.0,2.25
4,15,5.0,2.25
4,16,0.0,1.0
4,17,3.0,1.75
4,18,3.0,2.0
4,19,3.0,1.75
4,20,3.0,1.6
4,21,1.0,1.25
4,22,3.0,1.75
4,23,5.0,2.6666666666666665
5,1,0.0,1.0
5,2,5.0,2.25
5,3,0.0,1.0
5,4,0.0,1.0
5,6,2.0,1.4
5,7,2.0,1.5
5,8,0.0,1.0
5,9,0.0,1.0
5,10,2.0,1.6666666666666667
5,11,1.0,1.25
5,12,2.0,1.5
5,13,3.0,1.6
5,14,4.0,1.8
5,15,5.0,2.25
5,16,0.0,1.0
5,17,3.0,1.75
5,18,1.0,1.2
5,19,2.0,1.4
5,20,3.0,1.6
5,21,0.0,1.0
5,22,2.0,1.4
5,23,3.0,1.6
6,1,2.0,1.6666666666666667
6,2,2.0,1.6666666666666667
6,3,0.0,1.0
6,4,3.0,1.75
6,5,2.0,1.4
6,7,0.0,1.0
6,8,2.0,1.3333333333333333
6,9,2.0,1.4
6,10,0.0,1.0
6,11,0.0,1.0
6,12,1.0,1.25
6,13,1.0,1.3333333333333333
6,14,1.0,1.25
6,15,0.0,1.0
6,16,2.0,1.5
6,17,0.0,1.0
6,18,2.0,1.5
6,19,0.0,1.0
6,20,0.0,1.0
6,21,0.0,1.0
6,22,1.0,1.2
6,23,0.0,1.0
7,1,2.0,2.0
7,2,2.0,2.0
7,3,0.0,1.0
7,4,3.0,2.0
7,5,2.0,1.5
7,6,0.0,1.0
7,8,2.0,1.4
7,9,2.0,1.5
7,10,0.0,1.0
7,11,0.0,1.0
7,12,1.0,1.3333333333333333
7,13,0.0,1.0
7,14,0.0,1.0
7,15,0.0,1.0
7,16,2.0,1.6666666666666667
7,17,0.0,1.0
7,18,2.0,1.6666666666666667
7,19,0.0,1.0
7,20,0.0,1.0
7,21,0.0,1.0
7,22,1.0,1.25
7,23,0.0,1.0
8,1,0.0,1.0
8,2,5.0,2.0
8,3,0.0,1.0
8,4,0.0,1.0
8,5,0.0,1.0
8,6,2.0,1.3333333333333333
8,7,2.0,1.4
8,9,0.0,1.0
8,10,2.0,1.5
8,11,1.0,1.2
8,12,2.0,1.4
8,13,3.0,1.5
8,14,4.0,1.6666666666666667
8,15,7.0,3.3333333333333335
8,16,0.0,1.0
8,17,3.0,1.6
8,18,1.0,1.1666666666666667
8,19,2.0,1.3333333333333333
8,20,5.0,2.25
8,21,0.0,1.0
8,22,3.0,1.6
8,23,3.0,1.5
9,1,0.0,1.0
