src,dst,add_st,mul_st
1,2,3.0,2.0
1,3,0.0,1.0
1,4,6.0,3.0
1,5,6.0,3.0
1,6,3.0,2.0
1,7,3.0,2.5
1,8,4.0,2.0
1,9,4.0,2.3333333333333335
1,10,0.0,1.0
1,11,0.0,1.0
1,12,3.0,1.75
1,13,1.0,1.25
1,14,0.0,1.0
1,15,2.0,1.5
1,16,6.0,4.0
1,17,1.0,1.3333333333333333
1,18,0.0,1.0
1,19,3.0,2.0
1,20,1.0,1.25
1,21,0.0,1.0
1,22,1.0,1.2
1,23,1.0,1.25
2,1,3.0,2.0
2,3,1.0,1.25
2,4,0.0,1.0
2,5,0.0,1.0
2,6,0.0,1.0
2,7,0.0,1.0
2,8,2.0,1.4
2,9,2.0,1.5
2,10,1.0,1.3333333333333333
2,11,1.0,1.25
2,12,4.0,3.0
2,13,0.0,1.0
2,14,3.0,2.0
2,15,0.0,1.0
2,16,0.0,1.0
2,17,0.0,1.0
2,18,0.0,1.0
2,19,0.0,1.0
2,20,0.0,1.0
2,21,0.0,1.0
2,22,2.0,1.6666666666666667
2,23,0.0,1.0
3,1,0.0,1.0
3,2,1.0,1.25
3,4,4.0,2.0
3,5,4.0,2.0
3,6,1.0,1.25
3,7,1.0,1.3333333333333333
3,8,2.0,1.4
3,9,2.0,1.5
3,10,0.0,1.0
3,11,0.0,1.0
3,12,3.0,2.0
3,13,1.0,1.3333333333333333
3,14,0.0,1.0
3,15,0.0,1.0
3,16,4.0,2.3333333333333335
3,17,0.0,1.0
3,18,0.0,1.0
3,19,1.0,1.25
3,20,0.0,1.0
3,21,0.0,1.0
3,22,1.0,1.25
3,23,0.0,1.0
4,1,6.0,3.0
4,2,0.0,1.0
4,3,4.0,2.0
4,5,0.0,1.0
4,6,0.0,1.0
4,7,0.0,1.0
4,8,0.0,1.0
4,9,0.0,1.0
4,10,4.0,2.3333333333333335
4,11,4.0,2.0
4,12,4.0,2.3333333333333335
4,13,0.0,1.0
4,14,5.0,2.25
4,15,0.0,1.0
4,16,0.0,1.0
4,17,2.0,1.5
4,18,0.0,1.0
4,19,0.0,1.0
4,20,0.0,1.0
4,21,5.0,2.25
4,22,2.0,1.5
4,23,0.0,1.0
5,1,6.0,3.0
5,2,0.0,1.0
5,3,4.0,2.0
5,4,0.0,1.0
5,6,3.0,1.6
5,7,3.0,1.75
5,8,0.0,1.0
5,9,0.0,1.0
5,10,4.0,2.3333333333333335
5,11,4.0,2.0
5,12,3.0,1.75
5,13,2.0,1.4
5,14,4.0,1.8
5,15,0.0,1.0
5,16,0.0,1.0
5,17,2.0,1.5
5,18,0.0,1.0
5,19,3.0,1.6
5,20,0.0,1.0
5,21,4.0,1.8
5,22,1.0,1.2
5,23,2.0,1.4
6,1,3.0,2.0
6,2,0.0,1.0
6,3,1.0,1.25
6,4,0.0,1.0
6,5,3.0,1.6
6,7,0.0,1.0
6,8,1.0,1.1666666666666667
6,9,1.0,1.2
6,10,0.0,1.0
6,11,0.0,1.0
6,12,2.0,1.5
6,13,1.0,1.3333333333333333
6,14,2.0,1.5
6,15,0.0,1.0
6,16,3.0,1.75
6,17,0.0,1.0
6,18,0.0,1.0
6,19,0.0,1.0
6,20,0.0,1.0
6,21,0.0,1.0
6,22,0.0,1.0
6,23,0.0,1.0
7,1,3.0,2.5
7,2,0.0,1.0
7,3,1.0,1.3333333333333333
7,4,0.0,1.0
7,5,3.0,1.75
7,6,0.0,1.0
7,8,1.0,1.2
7,9,1.0,1.25
7,10,0.0,1.0
7,11,0.0,1.0
7,12,2.0,1.6666666666666667
7,13,0.0,1.0
7,14,1.0,1.25
7,15,0.0,1.0
7,16,3.0,2.0
7,17,0.0,1.0
7,18,0.0,1.0
7,19,2.0,2.0
7,20,0.0,1.0
7,21,0.0,1.0
7,22,0.0,1.0
7,23,0.0,1.0
8,1,4.0,2.0
8,2,2.0,1.4
8,3,2.0,1.4
8,4,0.0,1.0
8,5,0.0,1.0
8,6,1.0,1.1666666666666667
8,7,1.0,1.2
8,9,0.0,1.0
8,10,2.0,1.5
8,11,2.0,1.4
8,12,1.0,1.2
8,13,0.0,1.0
8,14,2.0,1.3333333333333333
8,15,0.0,1.0
8,16,0.0,1.0
8,17,0.0,1.0
8,18,2.0,1.3333333333333333
8,19,1.0,1.1666666666666667
8,20,0.0,1.0
8,21,2.0,1.3333333333333333
8,22,0.0,1.0
8,23,0.0,1.0
9,1,4.0,2.3333333333333335
9,2,2.0,1.5
9,3,2.0,1.5
9,4,0.0,1.0
9,5,0.0,1.0
9,6,1.0,1.2
9,7,1.0,1.25
9,8,0.0,1.0
9,10,2.0,1.6666666666666667
9,11,2.0,1.5
9,12,1.0,1.25
9,13,0.0,1.0
9,14,2.0,1.4
9,15,0.0,1.0
9,16,0.0,1.0
9,17,0.0,1.0
9,18,2.0,1.4
9,19,1.0,1.2
9,20,0.0,1.0
9,21,2.0,1.4
9,22,0.0,1.0
9,23,0.0,1.0
10,1,0.0,1.0
10,2,1.0,1.3333333333333333
10,3,0.0,1.0
10,4,4.0,2.3333333333333335
10,5,4.0,2.3333333333333335
10,6,0.0,1.0
10,7,0.0,1.0
10,8,2.0,1.5
10,9,2.0,1.6666666666666667
10,11,0.0,1.0
10,12,3.0,2.5
10,13,0.0,1.0
10,14,0.0,1.0
10,15,0.0,1.0
10,16,4.0,3.0
10,17,0.0,1.0
10,18,0.0,1.0
10,19,0.0,1.0
10,20,0.0,1.0
10,21,0.0,1.0
10,22,1.0,1.3333333333333333
10,23,0.0,1.0
11,1,0.0,1.0
11,2,1.0,1.25
11,3,0.0,1.0
11,4,4.0,2.0
11,5,4.0,2.0
11,6,0.0,1.0
11,7,0.0,1.0
11,8,2.0,1.4
11,9,2.0,1.5
11,10,0.0,1.0
11,12,3.0,2.0
11,13,0.0,1.0
11,14,0.0,1.0
11,15,0.0,1.0
11,16,4.0,2.3333333333333335
11,17,0.0,1.0
11,18,0.0,1.0
11,19,0.0,1.0
11,20,0.0,1.0
11,21,0.0,1.0
11,22,1.0,1.25
11,23,0.0,1.0
12,1,3.0,1.75
12,2,4.0,3.0
12,3,3.0,2.0
12,4,4.0,2.3333333333333335
12,5,3.0,1.75
12,6,2.0,1.5
12,7,2.0,1.6666666666666667
12,8,1.0,1.2
12,9,1.0,1.25
12,10,3.0,2.5
12,11,3.0,2.0
12,13,2.0,1.6666666666666667
12,14,3.0,1.75
12,15,0.0,1.0
12,16,3.0,2.0
12,17,1.0,1.3333333333333333
12,18,4.0,2.3333333333333335
12,19,2.0,1.5
12,20,0.0,1.0
12,21,3.0,1.75
12,22,0.0,1.0
12,23,2.0,1.6666666666666667
13,1,1.0,1.25
13,2,0.0,1.0
13,3,1.0,1.3333333333333333
13,4,0.0,1.0
13,5,2.0,1.4
13,6,1.0,1.3333333333333333
13,7,0.0,1.0
13,8,0.0,1.0
13,9,0.0,1.0
13,10,0.0,1.0
13,11,0.0,1.0
13,12,2.0,1.6666666666666667
13,14,3.0,2.5
13,15,0.0,1.0
13,16,2.0,1.5
13,17,0.0,1.0
13,18,0.0,1.0
13,19,0.0,1.0
13,20,0.0,1.0
13,21,1.0,1.25
13,22,0.0,1.0
13,23,0.0,1.0
14,1,0.0,1.0
14,2,3.0,2.0
14,3,0.0,1.0
14,4,5.0,2.25
14,5,4.0,1.8
14,6,2.0,1.5
14,7,1.0,1.25
14,8,2.0,1.3333333333333333
14,9,2.0,1.4
14,10,0.0,1.0
14,11,0.0,1.0
14,12,3.0,1.75
14,13,3.0,2.5
14,15,1.0,1.2
14,16,4.0,2.0
14,17,1.0,1.3333333333333333
14,18,0.0,1.0
14,19,3.0,2.0
14,20,1.0,1.25
14,21,0.0,1.0
14,22,1.0,1.2
14,23,1.0,1.25
15,1,2.0,1.5
15,2,0.0,1.0
15,3,0.0,1.0
15,4,0.0,1.0
15,5,0.0,1.0
15,6,0.0,1.0
15,7,0.0,1.0
15,8,0.0,1.0
15,9,0.0,1.0
15,10,0.0,1.0
15,11,0.0,1.0
15,12,0.0,1.0
15,13,0.0,1.0
15,14,1.0,1.2
15,16,0.0,1.0
15,17,0.0,1.0
15,18,0.0,1.0
15,19,0.0,1.0
15,20,0.0,1.0
15,21,1.0,1.2
15,22,0.0,1.0
15,23,0.0,1.0
16,1,6.0,4.0
16,2,0.0,1.0
16,3,4.0,2.3333333333333335
16,4,0.0,1.0
16,5,0.0,1.0
16,6,3.0,1.75
16,7,3.0,2.0
16,8,0.0,1.0
16,9,0.0,1.0
16,10,4.0,3.0
16,11,4.0,2.3333333333333335
16,12,3.0,2.0
16,13,2.0,1.5
16,14,4.0,2.0
16,15,0.0,1.0
16,17,2.0,1.6666666666666667
16,18,0.0,1.0
16,19,3.0,1.75
16,20,0.0,1.0
16,21,4.0,2.0
16,22,1.0,1.25
16,23,2.0,1.5
17,1,1.0,1.3333333333333333
17,2,0.0,1.0
17,3,0.0,1.0
17,4,2.0,1.5
17,5,2.0,1.5
17,6,0.0,1.0
17,7,0.0,1.0
17,8,0.0,1.0
17,9,0.0,1.0
17,10,0.0,1.0
17,11,0.0,1.0
17,12,1.0,1.3333333333333333
17,13,0.0,1.0
17,14,1.0,1.3333333333333333
17,15,0.0,1.0
17,16,2.0,1.6666666666666667
17,18,0.0,1.0
17,19,0.0,1.0
17,20,0.0,1.0
17,21,1.0,1.3333333333333333
17,22,0.0,1.0
17,23,0.0,1.0
18,1,0.0,1.0
18,2,0.0,1.0
18,3,0.0,1.0
18,4,0.0,1.0
18,5,0.0,1.0
18,6,0.0,1.0
18,7,0.0,1.0
18,8,2.0,1.3333333333333333
18,9,2.0,1.4
18,10,0.0,1.0
18,11,0.0,1.0
18,12,4.0,2.3333333333333335
18,13,0.0,1.0
18,14,0.0,1.0
18,15,0.0,1.0
18,16,0.0,1.0
18,17,0.0,1.0
18,19,0.0,1.0
18,20,0.0,1.0
18,21,0.0,1.0
18,22,2.0,1.5
18,23,0.0,1.0
19,1,3.0,2.0
19,2,0.0,1.0
19,3,1.0,1.25
19,4,0.0,1.0
19,5,3.0,1.6
19,6,0.0,1.0
19,7,2.0,2.0
19,8,1.0,1.1666666666666667
19,9,1.0,1.2
19,10,0.0,1.0
19,11,0.0,1.0
19,12,2.0,1.5
19,13,0.0,1.0
19,14,3.0,2.0
19,15,0.0,1.0
19,16,3.0,1.75
19,17,0.0,1.0
19,18,0.0,1.0
19,20,0.0,1.0
19,21,3.0,2.0
19,22,0.0,1.0
19,23,0.0,1.0
20,1,1.0,1.25
20,2,0.0,1.0
20,3,0.0,1.0
20,4,0.0,1.0
20,5,0.0,1.0
20,6,0.0,1.0
20,7,0.0,1.0
20,8,0.0,1.0
20,9,0.0,1.0
20,10,0.0,1.0
20,11,0.0,1.0
20,12,0.0,1.0
20,13,0.0,1.0
20,14,1.0,1.25
20,15,0.0,1.0
20,16,0.0,1.0
20,17,0.0,1.0
20,18,0.0,1.0
20,19,0.0,1.0
20,21,1.0,1.25
20,22,0.0,1.0
20,23,0.0,1.0
21,1,0.0,1.0
21,2,0.0,1.0
21,3,0.0,1.0
21,4,5.0,2.25
21,5,4.0,1.8
21,6,0.0,1.0
21,7,0.0,1.0
21,8,2.0,1.3333333333333333
21,9,2.0,1.4
21,10,0.0,1.0
21,11,0.0,1.0
21,12,3.0,1.75
21,13,1.0,1.25
21,14,0.0,1.0
21,15,1.0,1.2
21,16,4.0,2.0
21,17,1.0,1.3333333333333333
21,18,0.0,1.0
21,19,3.0,2.0
21,20,1.0,1.25
21,22,1.0,1.2
21,23,1.0,1.25
22,1,1.0,1.2
22,2,2.0,1.6666666666666667
22,3,1.0,1.25
22,4,2.0,1.5
22,5,1.0,1.2
22,6,0.0,1.0
22,7,0.0,1.0
22,8,0.0,1.0
22,9,0.0,1.0
22,10,1.0,1.3333333333333333
22,11,1.0,1.25
22,12,0.0,1.0
22,13,0.0,1.0
22,14,1.0,1.2
22,15,0.0,1.0
22,16,1.0,1.25
22,17,0.0,1.0
